171-108	Madrid Wax Museum in December 2013. In June 2015, astronomers led by David Sobral from Lisbon and Leiden discovered a galaxy which they named Cosmos Redshift 7 (CR7) in tribute to Ronaldo. On 23 July 2016, following Portugal's triumph at Euro 2016, Madeira Airport in Funchal was renamed as Cristiano Ronaldo International Airport. The unveiling of the rebranded terminal took place on 29 March 2017, which included a bust of his head being presented. The bust and the name change were controversial, with the lack of the bust's likeness to Ronaldo being ridiculed by comedians, including Saturday Night Live, while the name change was subject to much debate locally by some politicians and citizens, who even started a petition against the move, an action criticised by President of
171-109	Madeira Miguel Albuquerque. A year later, sports website Bleacher Report commissioned sculptor Emanuel Santos to create another bust; however, this bust was never used and a new one was made by a Spanish sculptor, shown to the public on 15 June 2018. Ronaldo has made contributions to various charitable causes throughout his career. Television footage of the 2004 Indian Ocean earthquake and tsunami showed an eight-year-old boy survivor named Martunis wearing a Portuguese football shirt who was stranded for 19 days after his family was killed. Following this, Ronaldo visited Aceh, Indonesia, to raise funds for rehabilitation and reconstruction. After accepting undisclosed damages from a libel case against The Sun newspaper in 2008, Ronaldo donated the damages to a charity in Madeira. In 2009, Ronaldo donated £100,000 to
171-110	"the hospital that saved his mother's life in Madeira following her battle with cancer, so that they could build a cancer centre on the island. In support of the victims of the 2010 Madeira flood, Ronaldo pledged to play in a charity match in Madeira between Primeira Liga club Porto and players from Madeiran-based clubs Marítimo and Nacional. In 2012, Ronaldo and his agent paid for specialist treatment for a nine-year-old Canarian boy with apparently terminal cancer. In December 2012, Ronaldo joined FIFA's ""11 for Health"" programme to raise awareness amongst kids of how to steer clear of conditions including drug addiction, HIV, malaria, and obesity. In January 2013, Ronaldo became Save the Children's new Global Artist Ambassador, in which he hopes to help fight child hunger and"
171-111	obesity. In March 2013, Ronaldo agreed to be the ambassador for The Mangrove Care Forum in Indonesia, an organisation aiming to raise awareness of mangrove conservation. Ronaldo was named the world's most charitable sportsperson in 2015 after donating £5 million to the relief effort after the earthquake in Nepal which killed over 8,000 people. In June 2016, Ronaldo donated the entirety of his €600,000 Champions League bonus after Real Madrid won the competition. In August, Ronaldo launched CR7Selfie, a selfie app for charity to help Save the Children that lets participants take a selfie with him in one of several different outfits and poses. Ronaldo has five children. He first became a father to a son, who was born on 17 June 2010 in the United States. He
171-112	has full custody of the child and has not publicly revealed the identity of the mother per an agreement with her. In January 2015, Ronaldo's five-year relationship with Russian model Irina Shayk ended. Ronaldo became a father to twins, born on 8 June 2017 in the United States via surrogacy. He is currently in a relationship with Argentine-born Spanish model Georgina Rodríguez, who gave birth to a daughter on 12 November 2017. The couple expected a pair of twins in 2022. The male twin died during childbirth while the female twin survived. Ronaldo's father, José, died of an alcoholism-related liver condition at age 52 in September 2005 when Ronaldo was 20. In January 2023, after Ronaldo moved to Saudi Arabia with his family having been signed by Saudi
171-113	"Pro League side Al Nassr, the rulers of the Muslim-leaning Kingdom made Ronaldo an exception to the rule that unmarried couples are not allowed to live together in Saudi Arabia. An unnamed Saudi lawyer told Spanish news agency EFE that ""the laws of the Kingdom still prohibit cohabitation without a marriage contract"", but Saudi authorities have begun to ""turn a blind eye and stop prosecuting anyone, even though these laws are applied when there is a problem or a crime"". Ronaldo is of Cape Verdean descent through his great-grandmother. He is a Roman Catholic. In July 2017, Ronaldo was charged with fraudulently evading almost €15 million in tax between 2011 and 2014, a claim he denied at the time. In June 2018, Ronaldo was given a two-year suspended"
171-114	jail sentence and fined €18.8 million, later reduced to €16.8 million after reaching a deal with Spanish authorities. The sentence can be served under probation, without any jail time, so long as he does not re-offend. Ronaldo and another man were investigated by the British Crown Prosecution Service after a 2005 rape allegation was brought forward by two women. Within days, the two women withdrew their allegation and Scotland Yard later issued a statement declaring there was not enough evidence for a prosecution. In April 2017, it was reported that Ronaldo was being investigated by the Las Vegas Police Department for an allegation by a woman that he had raped her in 2009. Documents, confirmed by Ronaldo's lawyers, state that Ronaldo paid a woman US$375,000 in a non-disclosure
171-115	"settlement. Ronaldo and his lawyers issued a lengthy statement denying all accusations, describing them as an ""intentional defamation campaign"" with parts significantly ""altered and/or completely fabricated"", a claim which Der Spiegel categorically denied. In July 2019, Las Vegas prosecutors said they would not charge Ronaldo over allegations of rape; the statement added: ""Based upon a review of information at this time, the allegations of sexual assault against Cristiano Ronaldo cannot be proven beyond a reasonable doubt."" The same woman, in September 2018, filed a civillawsuit in Nevada accusing Ronaldo of rape. The Daily Mirror, citing court documents, reported in 2021 that the woman sought £56 million in damages from Ronaldo. In October 2021, federal magistrate judge Daniel Albregts recommended that the lawsuit be dismissed, citing that the woman's"
171-116	"lawyer, Leslie Stovall, ""acted in bad faith by asking for, receiving, and using Football Leaks documents to prosecute"" the case, despite the documents containing ""privileged communications"" between Ronaldo and his lawyers. Additionally, Albregts stated that no evidence was found of Ronaldo's lawyers having ""intimidated [the woman] or impeded law enforcement"" during the 2010 settlement with her. In June 2022, the woman's rape lawsuit was dismissed with prejudice in the United States District Court for the District of Nevada, as district judge Jennifer A. Dorsey ruled that Stovall's repeated use of ""cyber-hacked attorney-client privileged documents"" were actions representing ""abuses and flagrant circumvention of the proper litigation process"". ^Real Madrid had previously recognised Ronaldo as their all-time top scorer after he scored a brace against Malmö FF on 30 September"
171-117	2015. The club's official record book attributes to Ronaldo a 74th-minute goal in a 2–1 win over Real Sociedad on 18 September 2010, despite his free-kick having been deflected by Pepe.
172-0	Professional sports are about competition, championships – and cold, hard cash. Forbes released its list of the 10 highest-paid athletes for 2023. The group made over $1.1 billion combined and includes three soccer stars, three basketball players, two golfers, a boxer and a now-retired tennis player. Here's a look at the biggest paydays for athletes on and off the field over the last year: Cristiano Ronaldo’s ugly exit from Manchester United wound up helping his bank account. The Portuguese superstar left Europe to sign with Saudi Arabian club Al Nassr and now has an estimated annual salary of $75 million. His appeal to brands off the field is also evident, as he has more combined followers across Facebook, Instagram and Twitter than any other athlete on Earth. Lionel
172-1	Messi’s PSG future is over, but coming off his first career World Cup title, the Argentine legend is still raking in dough. About half of his money came from PSG, while endorsements from Adidas, Budweiser, PepsiCo, Socios and more effectively doubled his earnings. Next in the 35-year-old's chapter is MLS, which he announced would be his next destination. Concrete details on his potential salary are not yet known due to MLS' financial rules, so it'll be interesting to see how much the club pays him along with possible endorsement deals. Kylian Mbappé is the youngest player in Forbes’ top 10 at just 24 years old. With one World Cup title under his belt and another World Cup Final appearance in 2022, the PSG phenom has already become one
172-2	of the world’s most recognizable athletes. A majority of his earnings come from his whopping salary with the French club. Here are five things to know about Kylian Mbappé, World Cup winner and forward for Paris Saint-Germain. LeBron James is the top-earning American athlete on Forbes’ list. On top of becoming the NBA’s all-time leading scorer this year, James also became the first active athlete to become a certified billionaire by Forbes last June. On top of his Lakers salary, James has a lifetime deal with Nike and has a stake in Fenway Sports Group, which owns the Boston Red Sox, Liverpool FC and the Pittsburgh Penguins. Canelo Álvarez made big bucks with his fights against Dmitry Bivol and Gennadiy Golovkin. He makes the vast majority of his
172-3	money in the ring compared to endorsements, and he will add to his total during his bout against John Ryder on May 6. Like Ronaldo, Johnson was one of two golfers who earned nine-figure paydays over the last 12 months after making the move to a Saudi-financed organization. Dustin Johnson joined LIV Golf in 2022 for a staggering signing fee, and wound up making $35.6 million in prize money during play in less than 10 tournaments on the rouge tour. Right behind Johnson is Phil Mickelson, who is relying on on-course results for earnings after losing sponsors with his move to LIV. The new golf league handed Mickelson a contract in the ballpark of $200 million to join last year. The 52-year-old lefty returned to hallowed grounds and
172-4	earned $1.6 million by tying for second place at the 2023 Masters. Steph Curry is the eighth and final athlete to surpass the $100 million threshold over the last year. He won his fourth NBA Finals with the Golden State Warriors last June and had the league’s highest 2022-23 salary at $48.1 million. Off the court, Curry was swept into a lawsuit after FTX collapsed, but he has a lucrative deal with Under Armour and is expanding his media ventures with his company, Unanimous Media, to make up for that loss. Roger Federer called it a career last September, but his sponsors are staying put. The Swiss tennis icon has over a dozen long-term partners that helped him earn $95 million off the court in the last year,
172-5	per Forbes. It’s been a hectic 12 months for Kevin Durant, but he’s been getting paid at every stop. The former Brooklyn Net was traded to the Phoenix Suns in February, but his $40-plus million salary came with him. He’s making moves off the court, too, landing a lifetime deal with Nike, growing his media company, Boardroom, and picking up stakes in companies through his investing firm, 35V.
173-0	2008 TC3 was the first successfully predicted asteroid impact. This picture shows the estimated path and altitude of the meteor in red, with the possible location for the METEOSAT IR fireball (bolide) as orange crosshairs and the infrasound detection of the explosion in green Asteroid impact prediction is the prediction of the dates and times of asteroidsimpacting Earth, along with the locations and severities of the impacts. The process of impact prediction follows three major steps: Discovery of an asteroid and initial assessment of its orbit which is generally based on a short observation arc of less than 2 weeks. Calculating if, when and where the orbit may intersect with Earth at some point in the future. In addition, although not strictly part of the prediction process, once
173-1	an impact has been predicted, an appropriate response needs to be made. Most asteroids are discovered by a camera on a telescope with a wide field of view. Image differencing software compares a recent image with earlier ones of the same part of the sky, detecting objects that have moved, brightened, or appeared. Those systems usually obtain a few observations per night, which can be linked up into a very preliminary orbit determination. This predicts approximate positions over the next few nights, and follow-ups can then be carried out by any telescope powerful enough to see the newly detected object. Orbit intersection calculations are then carried out by two independent systems, one (Sentry) run by NASA and the other (NEODyS) by ESA. Current systems only detect an arriving
173-2	object when several factors are just right, mainly the direction of approach relative to the Sun, the weather, and phase of the Moon. The result is a low overall rate of success (around 1%) which is worse the smaller the objects are.[note 1] A few near misses by medium-size asteroids have been predicted years in advance, with a tiny chance of actually striking Earth, and a handful of small actual impactors have successfully been detected hours in advance. All of the latter struck wilderness or ocean, and hurt no one. The majority of impacts are by small, undiscovered objects. They rarely hit a populated area, but can cause widespread damage when they do. Performance is improving in detecting smaller objects as existing systems are upgraded, and new ones
173-3	come on line, but the blind spot issue which all current systems face around the Sun can only be overcome by a dedicated space based system or by discovering objects on a previous approach to Earth many years before a potential impact. In 1992 a report to NASA recommended a coordinated survey (christened Spaceguard) to discover, verify and provide follow-up observations for Earth-crossing asteroids. This survey was scaled to discover 90% of all objects larger than one kilometer within 25 years. Three years later, a further NASA report recommended search surveys that would discover 60–70% of the short-period, near-Earth objects larger than one kilometer within ten years and obtain 90% completeness within five more years. In 1998, NASA formally embraced the goal of finding and cataloging, by 2008,
173-4	90% of all near-Earth objects (NEOs) with diameters of 1 km or larger that could represent a collision risk to Earth. The 1 km diameter metric was chosen after considerable study indicated that an impact of an object smaller than 1 km could cause significant local or regional damage but is unlikely to cause a worldwide catastrophe. The impact of an object much larger than 1 km diameter could well result in worldwide damage up to, and potentially including, extinction of the human race. The NASA commitment has resulted in the funding of a number of NEO search efforts, which made considerable progress toward the 90% goal by the target date of 2008 and also produced the first ever successful prediction of an asteroid impact (the 4-meter 2008
173-5	TC3 was detected 19 hours before impact). However, the 2009 discovery of several NEOs approximately 2 to 3 kilometers in diameter (e.g. 2009 CR2, 2009 HC82, 2009 KJ, 2009 MS and 2009 OG) demonstrated there were still large objects to be detected. Three years later, in 2012, the 40 meter diameter asteroid 367943 Duende was discovered and successfully predicted to be on close but non-colliding approach to Earth again just 11 months later. This was a landmark prediction as the object was only 20 m × 40 m, and it was closely monitored as a result. On the day of its closest approach and by coincidence, a smaller asteroid was also approaching Earth, unpredicted and undetected, from a direction close to the Sun. Unlike 367943 Duende it was
173-6	on a collision course and it impacted Earth 16 hours before 367943 Duende passed, becoming the Chelyabinsk meteor. It injured 1,500 people and damaged over 7,000 buildings, raising the profile of the dangers of even small asteroid impacts if they occur over populated areas. The asteroid is estimated to have been 17 m across. The first step in predicting impacts is detecting asteroids and determining their orbits. Finding faint near-Earth objects against the much more numerous background stars is very much a needle in a haystack search. It is achieved by sky surveys that are designed to discover near Earth asteroids. Unlike the majority of telescopes that have a narrow field of view and high magnification, survey telescopes have a wide field of view to scan the entire
173-7	sky in a reasonable amount of time with enough sensitivity to pick up the faint near-Earth objects they are searching for. NEO focused surveys revisit the same area of sky several times in succession. Movement can then be detected using image differencing techniques. Anything that moves from image to image against the background of stars is compared to a catalogue of all known objects, and if it is not already known is reported as a new discovery along with its precise position and the observation time. This then allows other observers to confirm and add to the data about the newly discovered object. Asteroid surveys can be classified as either cataloging surveys, which use larger telescopes to mostly identify larger asteroids well before they come notably close to
173-8	Earth, or warning surveys, which use smaller telescopes to mostly look for smaller asteroids within several million kilometers of Earth. Cataloging systems focus on finding larger asteroids years in advance and they scan the sky slowly (of the order of once per month), but deeply. Warning systems focus on scanning the sky relatively quickly (of the order of once per night). They typically cannot detect objects that are as faint as cataloging systems but they will not miss an asteroid that dramatically brightens for just a few days when it passes very close to Earth. Some systems compromise and scan the sky approximately once per week.[citation needed] For larger asteroids (> 100 m to 1 km across), prediction is based on cataloging the asteroid, years to centuries before
173-9	it could impact. This technique is possible as their size makes them bright enough to be seen from a long distance. Their orbits therefore can be measured and any future impacts predicted long before they are on an impact approach to Earth. This long period of warning is important as an impact from a 1 km object would cause worldwide damage and around a decade of lead time would be needed to deflect it away from Earth. As of 2018, the inventory is nearly complete for the kilometer-size objects (around 900) which would cause global damage, and approximately one third complete for 140 meter objects (around 8500) which would cause major regional damage.[note 2][note 3] The effectiveness of the cataloging is somewhat limited by the fact that some
173-10	proportion of the objects have been lost since their discovery, due to insufficient observations to accurately determine their orbits. Smaller near-Earth objects number into millions and therefore impact Earth much more often, though obviously with much less damage. The vast majority remain undiscovered. They seldom pass close enough to Earth that they become bright enough to observe, and so most can only be observed when within a few million kilometers of Earth. They therefore cannot usually be cataloged well in advance and can only be warned about, a few weeks to days in advance. Current mechanisms for detecting asteroids on approach rely on ground based telescopes with wide fields of view. Those currently can monitor the sky at most every second night, and therefore miss most of the
173-11	smaller asteroids which are bright enough to detect for less than two days. Such very small asteroids much more commonly impact Earth than larger ones, but they make little damage. Missing them therefore has limited consequences. Much more importantly, ground-based telescopes are blind to most of the asteroids which impact the day side of the planet and will miss even large ones. These and other problems mean very few impacts are successfully predicted (see §Effectiveness of the current system and §Improving impact prediction). Asteroids detected by warning systems are much too close to their time of potential impact to deflect them away from Earth, but there is still enough time to mitigate the consequences of the impact by evacuating and otherwise preparing the affected area. Warning systems can
173-12	also detect asteroids which have been successfully catalogued as existing, but whose orbit was insufficiently well determined to allow a prediction of where they are now. The main NEO focussed surveys are listed below, along with future telescopes that are already funded. Locations of the major near Earth asteroid surveys. The addition of Kiso, SST and the Southern ATLAS locations mean the surveys are no longer solely clustered in the north west of the globe Originally all the surveys were clustered together in a relatively small part of the Northern Hemisphere. This meant that around 15% of the sky at extreme Southern declination was never monitored, and that the rest of the Southern sky was observed over a shorter season than the Northern sky. Moreover, as the hours
173-13	of darkness are fewer in summertime, the lack of a balance of surveys between North and South meant that the sky was scanned less often in the Northern summer. The ATLAS telescopes now operating at the South African Astronomical Observatory and El Sauce observatory in Chile now cover this gap in the south east of the globe. Once it is completed, the Large Synoptic Survey Telescope will improve the existing cover of the southern sky. The 3.5 m Space Surveillance Telescope, which was originally also in the southwest United States, was dismantled and moved to Western Australia in 2017. When completed, this should also improve the global coverage. Construction has been delayed due to the new site being in a cyclone region, but was completed in September 2022.
173-14	"ATLAS, the ""Asteroid Terrestrial-impact Last Alert System"" uses four 0.5-metre telescopes. Two are located on the Hawaiian Islands, at Haleakala and Mauna Loa, one at the South African Astronomical Observatory, and one in Chile. With a field of view of 30 square degrees each, the telescopes survey the observable sky down to apparent magnitude 19 with 4 exposures every night. The survey has been operational with the two Hawaii telescopes since 2017, and in 2018 obtained NASA funding for two additional telescopes sited in the Southern hemisphere. They were expected to take 18 months to build. Their southern locations provide coverage of the 15% of the sky that cannot be observed from Hawaii, and combined with the Northern hemisphere telescopes give non-stop coverage of the equatorial night sky"
173-15	(the South African location is not only in the opposite hemisphere to Hawaii, but also at an opposing longitude). The full ATLAS concept consists of eight of its 50-centimeter diameter f/2 Wright-Schmidt telescopes, spread over the globe for 24h/24h coverage of the full-night-sky. In 1998, the Catalina Sky Survey (CSS) took over from Spacewatch in surveying the sky for the University of Arizona. It uses two telescopes, a 1.5 m Cassegrain reflector telescope on the peak of Mount Lemmon (also known as a survey in its own right, the Mount Lemmon Survey), and a 0.7 m Schmidt telescope near Mount Bigelow (both in the Tucson, Arizona area in the south west of the United States). Both sites use identical cameras which provide a field of view of 5
173-16	square degrees on the 1.5 m telescope and 19 square degrees on the Catalina Schmidt. The Cassegrain reflector telescope takes three to four weeks to survey the entire sky, detecting objects fainter than apparent magnitude 21.5. The 0.7 m telescope takes a week to complete a survey of the sky, detecting objects fainter than apparent magnitude 19. This combination of telescopes, one slow and one medium, has so far detected more near Earth Objects than any other single survey. This shows the need for a combination of different types of telescopes. CSS used to include a telescope in the Southern Hemisphere, the Siding Spring Survey. However operations ended in 2013 after funding was discontinued. The Kiso Observatory uses a 1.05m Schmidt telescope on Mt. Ontake near Tokyo in
173-17	"Japan. In late 2019 the Kiso Observatory added a new instrument to the telescope, ""Tomo-e Gozen"", designed to detect fast moving and rapidly changing objects. It has a wide field of view (20 square degrees) and scans the sky in just 2 hours, far faster than any other survey as of 2021. This puts it squarely in the warning survey category. In order to scan the sky so quickly, the camera captures 2 frames per second, which means the sensitivity is lower than other metre class telescopes (which have much longer exposure times), giving a limiting magnitude of just 18. However, despite not being able to see dimmer objects which are detectable by other surveys, the ability to scan the entire sky several times per night allows it"
173-18	to spot fast moving asteroids that other surveys miss. It has discovered a significant number of near-Earth asteroids as a result (for example see List of asteroid close approaches to Earth in 2021). The Large Synoptic Survey Telescope (LSST) is a wide-field survey reflecting telescope with an 8.4 meter primary mirror, currently under construction on Cerro Pachón in Chile. It will survey the entire available sky around every three nights. Science operations are due to begin in 2022. Scanning the sky relatively fast but also being able to detect objects down to apparent magnitude 27, it should be good at detecting nearby fast moving objects as well as excellent for larger slower objects that are currently further away. A planned space-based 0.5m infrared telescope designed to survey the
173-19	"Solar System for potentially hazardous asteroids. The telescope will use a passive cooling system, and so unlike its predecessor NEOWISE, it will not suffer from a performance degradation due to running out of coolant. It does still have a limited mission duration however as it needs to use propellant for orbital station keeping in order to maintain its position at SEL1. From here, the mission will search for asteroids hidden from Earth based satellites by the Sun's glare. It is planned for launch in 2026. The Near Earth Object Survey TELescope (NEOSTEL) is an ESA funded project, starting with an initial prototype currently under construction. The telescope is of a new ""fly-eye"" design that combines a single reflector with multiple sets of optics and CCDs, giving a very"
173-20	wide field of view (around 45 square degrees). When complete it will have the widest field of view of any telescope and will be able to survey the majority of the visible sky in a single night. If the initial prototype is successful, three more telescopes are planned for installation around the globe. Because of the novel design, the size of the primary mirror is not directly comparable to more conventional telescopes, but is equivalent to a conventional 1–metre telescope. The telescope itself should be complete by end of 2019, and installation on Mount Mufara, Sicily should be complete in 2020 but was pushed back to 2022. Viewed from space by WISE using a thermal camera, asteroid 2010 AB78 appears redder than the background stars as it emits
173-21	most of its light at longer infrared wavelengths. In visible light it is very faint and difficult to see. The Wide-field Infrared Survey Explorer is a 0.4 m infrared-wavelengthspace telescope launched in December 2009, and placed in hibernation in February 2011. It was re-activated in 2013 specifically to search for near-Earth objects under the NEOWISE mission. By this stage, the spacecraft's cryogenic coolant had been depleted and so only two of the spacecraft's four sensors could be used. Whilst this has still led to new discoveries of asteroids not previously seen from ground-based telescopes, the productivity has dropped significantly. In its peak year when all four sensors were operational, WISE made 2.28 million asteroid observations. In recent years, with no cryogen, NEOWISE typically makes approximately 0.15 million asteroid
173-22	observations annually. The next generation of infrared space telescopes has been designed so that they do not need cryogenic cooling. The Space Surveillance Telescope (SST) is a 3.5 m telescope that detects, tracks, and can discern small, obscure objects, in deep space with a wide field of view system. The SST mount uses an advanced servo-control technology, that makes it one of the quickest and most agile telescopes of its size. It has a field of view of 6 square degrees and can scan the visible sky in 6 clear nights down to apparent magnitude 20.5. Its primary mission is tracking orbital debris. This task is similar to that of spotting near-Earth asteroids and so it is capable of both. Spacewatch was an early sky survey focussed on
173-23	finding near Earth asteroids, founded in 1980. It was the first to use CCDimage sensors to search for them, and the first to develop software to detect moving objects automatically in real-time. This led to a huge increase in productivity. Before 1990 a few hundred observations were made each year. After automation, annual productivity jumped by a factor of 100 leading to tens of thousands of observations per year. This paved the way for the surveys we have today. Although the survey is still in operation, in 1998 it was superseded by Catalina Sky Survey. Since then it has focused on following up on discoveries by other surveys, rather than making new discoveries itself. In particular it aims to prevent high priority PHOs from being lost after their
173-24	discovery. The survey telescopes are 1.8 m and 0.9 m. The two follow-up telescopes are 2.3 m and 4 m. The orbits of kilometre class NEAs are generally well known as there are usually many follow-up observations. Large numbers of smaller NEAs however have highly uncertain orbits due to insufficient follow-up after discovery. Many have been lost. Once a new asteroid has been discovered and reported, other observers can confirm the finding and help define the orbit of the newly discovered object. The International Astronomical UnionMinor Planet Center (MPC) acts as the global clearing house for information on asteroid orbits. It publishes lists of new discoveries that need verifying and still have uncertain orbits, and it collects the resulting follow-up observations from around the world. Unlike the initial
173-25	discovery, which typically requires unusual and expensive wide-field telescopes, ordinary telescopes can be used to confirm the object as its position is now approximately known. There are far more of these around the globe, and even a well equipped amateur astronomer can contribute valuable follow-up observations of moderately bright asteroids. For example, the Great Shefford Observatory in the back garden of amateur Peter Birtwhistle typically submits thousands of observations to the Minor Planet Center every year. Nonetheless, some surveys (for example CSS and Spacewatch) have their own dedicated follow-up telescopes. Follow-up observations are important because once a sky survey has reported a discovery it may not return to observe the object again for days or weeks. By this time it may be too faint for it to detect,
173-26	and in danger of becoming a lost asteroid. The more observations and the longer the observation arc, the greater the accuracy of the orbit model. This is important for two reasons: for imminent impacts it helps to make a better prediction of where the impact will occur and whether there is any danger of hitting a populated area. for asteroids that will miss Earth this time round, the more accurate the orbit model is, the further into the future its position can be predicted. This allows recovery of the asteroid on its subsequent approaches, and impacts to be predicted years in advance. Assessing the size of the asteroid is important for predicting the severity of the impact, and therefore the actions that need to be taken (if any).
173-27	With just observations of reflected visible light by a conventional telescope, the object could be anything from 50% to 200% of the estimated diameter, and therefore anything from one-eighth to eight times the estimated volume and mass. Because of this, one key follow-up observation is to measure the asteroid in the thermal infrared spectrum (long-wavelength infrared), using an infrared telescope. The amount of thermal radiation given off by an asteroid together with the amount of reflected visible light allows a much more accurate assessment of its size than just how bright it appears in the visible spectrum. Jointly using thermal infrared and visible measurements, a thermal model of the asteroid can estimate its size to within about 10% of the true size. One example of such a follow-up
173-28	observation was for 3671 Dionysus by UKIRT, the world's largest infrared telescope at the time (1997). A second example was the 2013 ESA Herschel Space Observatory follow-up observations of 99942 Apophis, which showed it was 20% larger and 75% more massive than previously estimated. However such follow-ups are rare. The size estimates of most near-Earth asteroids are based on visible light only. If the object was discovered by an infrared survey telescope initially, then an accurate size estimate will become available with visible light follow-up, and infrared follow-up will not be needed. However none of the ground-based survey telescopes listed above operate at thermal infrared wavelengths. The NEOWISE satellite had two thermal infrared sensors but they stopped working when the cryogen ran out. There are therefore currently no
173-29	active thermal infrared sky surveys which are focused on discovering near-Earth objects. There are plans for a new space based thermal infrared survey telescope, Near-Earth Object Surveillance Mission, due to launch in 2025. The minimum orbit intersection distance (MOID) between an asteroid and the Earth is the distance between the closest points of their orbits. This first check is a coarse measure that does not allow an impact prediction to be made, but is based solely on the orbit parameters and gives an initial measure of how close to Earth the asteroid could come. If the MOID is large then the two objects never come near each other. In this case, unless the orbit of the asteroid is perturbed so that the MOID is reduced at some point
173-30	in the future, it will never impact Earth and can be ignored. However, if the MOID is small then it is necessary to carry out more detailed calculations to determine if an impact will happen in the future. Asteroids with a MOID of less than 0.05 AU and an absolute magnitude brighter than 22 are categorized as a potentially hazardous asteroid. Orbit and positions of 2018 LA and Earth, 30 days before impact. The diagram shows how orbit data can be used to predict impacts well in advance. This particular asteroid's orbit was only known a few hours before impact. The diagram was made later. Once the initial orbit is known, the potential positions can be forecast years into the future and compared to the future position of
173-31	Earth. If the distance between the asteroid and the centre of the Earth is less than Earth radius then a potential impact is predicted. To take account of the uncertainties in the orbit of the asteroid, many future projections are made (simulations) with slightly different parameters within the range of the uncertainty. This allows a percentage chance of impact to be estimated. For example, if 1,000 simulations are carried out and 73 result in an impact, then the prediction would be a 7.3% chance of impact. NEODyS (Near Earth Objects Dynamic Site) is a European Space Agency service that provides information on near Earth objects. It is based on a continually and (almost) automatically maintained database of near Earth asteroid orbits. The site provides a number of services
173-32	"to the NEO community. The main service is an impact monitoring system (CLOMON2) of all near-Earth asteroids covering a period until the year 2100. The NEODyS website includes a Risk Page where all NEOs with probabilities of hitting the Earth greater than 10−11 from now until 2100 are shown in a risk list. In the table of the risk list the NEOs are divided into: ""observable"", objects which are presently observable and which critically need a follow-up in order to improve their orbit ""possible recovery"", objects which are not visible at present, but which are possible to recover in the near future ""lost"", objects which have an absolute magnitude (H) brighter than 25 but which are virtually lost, their orbit being too uncertain; and ""small"", objects with an"
173-33	"absolute magnitude fainter than 25; even when those are ""lost"", they are considered too small to result in heavy damage on the ground (though the Chelyabinsk meteor would have been fainter than this). Each object has its own impactor table (IT) which shows many parameters useful to determine the risk assessment. NASA's Sentry System continually scans the MPC catalog of known asteroids, analyzing their orbits for any possible future impacts. Like ESA's NEODyS, it gives a list of possible future impacts, along with the probability of each. It uses a slightly different algorithm to NEODyS, and so provides a useful cross-check and corroboration. Currently, no impacts are predicted (the single highest probability impact currently listed is ~7 m asteroid 2010 RF12, which is due to pass Earth in"
173-34	September 2095 with only a 10% predicted chance of impacting; its size is also small enough that any damage from an impact would be minimal). The ellipses in the diagram on the right show the predicted position of an example asteroid at closest Earth approach. At first, with only a few asteroid observations, the error ellipse is very large and includes the Earth. The impact prediction is small because the Earth cover a small fraction or the error ellipse. (Often times the error ellipse extends for tens if not hundreds of millions of km.) Further observations shrink the error ellipse. If it still includes the Earth, this raises the predicted impact probability, since the Earth now covers a larger fraction of the error region. Finally, yet more observations
173-35	(often radar observations, or discovery of a previous sighting of the same asteroid on much older archival images) shrink the ellipse, usually revealing that the Earth is outside the smaller error region and the impact probability is then near zero. In rare cases, the Earth remains in the ever shrinking error ellipse and the impact probability then approaches one. For asteroids that are actually on track to hit Earth, the predicted probability of impact never stops increasing as more observations are made. This initially very similar pattern makes it difficult to quickly differentiate between asteroids which will be millions of kilometres from Earth and those which will actually hit it. This in turn makes it difficult to decide when to raise an alarm as gaining more certainty takes
173-36	time, which reduces the time available to react to a predicted impact. However raising the alarm too soon has the danger of causing a false alarm and creating a Boy Who Cried Wolf effect if the asteroid in fact misses Earth. NASA will raise an alert if an asteroid has a better than 1% chance of impacting. In December 2004 when Apophis was estimated to have a 2.7% chance of impacting Earth on 13 April 2029, the uncertainty region for this asteroid had shrunk to 82,818 km. Once an impact has been predicted the potential severity needs to be assessed, and a response plan formed. Depending on the time to impact and the predicted severity this may be as simple as giving a warning to citizens. For example,
173-37	although unpredicted, the 2013 impact at Chelyabinsk was spotted through the window by teacher Yulia Karbysheva. She thought it prudent to take precautionary measures by ordering her students to stay away from the room's windows and to perform a duck and cover maneuver. The teacher, who remained standing, was seriously lacerated when the blast arrived and window glass severed a tendon in one of her arms and left thigh, but none of her students, whom she ordered to hide under their desks, suffered lacerations. If the impact had been predicted and a warning had been given to the entire population, similar simple precautionary actions could have vastly reduced the number of injuries. Children who were in other classes were injured. If a more severe impact is predicted, the
173-38	response may require evacuation of the area, or with sufficient lead time available, an avoidance mission to repel the asteroid. According to expert testimony in the United States Congress in 2013, NASA would require at least five years of preparation before a mission to intercept an asteroid could be launched which was demonstrated by kinetically deflecting a minor planet moon, non-hazardous NEO Asteroid called Dimorphos with the help of the DART spacecraft. Following a ten-month journey to the Didymos system, the impactor collided with Dimorphos on 26 September 2022 at a speed of around 15,000 miles per hour (24,000 kilometres per hour). The collision successfully decreased Dimorphos's orbital period around Didymos by 32±2 minutes. One problem with assessing effectiveness this way is that the sensitivity of infrasound sensors
