ID,Title,Context,Satya,Satvika,Aquib,
74037082,Over Night,"Over Night is a farce in three acts by Philip Bartholomae. The play takes place aboard the S.S. Hendrik Hudson, a steamboat on the Hudson River Day Line, and follows two sets of couples, the ""Darlings"" and the ""Kettles"". The work premiered on Broadway in 1911, and it was the first significant success for Bartholomae as a playwright. Bartholomae later adapted his play into a screenplay for the 1915 film of the same name which was directed by James Young and starred Vivian Martin and Sam Hardy. He later adapted this play in collaboration with Guy Bolton into the hit Broadway musical ""Very Good Eddie"" (1915) which featured music by Jerome Kern.
History.
""Over Night"" premiered on Broadway at the Hackett Theatre on January 2, 1911. The play was produced",1,1,0,2
73578559,Hugo (soundtrack),"course there are certain things they share — the love of fixing things, the love of clocks and trains and mechanical things — so those thematic elements that are in the score work with both characters. The Hugo character is like a young Méliès. I detail each scene to the colors I want to use and the sounds of the small group and the orchestra. It”s kind of an intimate relationship that I try to develop between how I feel as the composer watching the scene and writing something form my heart, and how I feel as the audience watching the scene."" The film also featured an end credit song ""Cœur volant"" co-written by Shore, Elizabeth Cotnoir and Zaz, who also sang the track. He used melodies within",0,0,0,0
71803550,Women's Gymnasium of P. A. Smirnova,"created at the school. In the same year, the school became a women's school of the 1st category. In 1908, it became a sixth-grade school, in 1909, the seventh grade was organized at the institution, after which Smirnova began planning the opening of the eighth pedagogical class.
The school needed financial assistance, as a result, Pavla Smirnova decided to transfer it to the city. On August 2, 1910, the trustee of the West Siberian Educational District decided to reorganize the institution into the Gymnasium of the Ministry of National Education, after which the financial and economic affairs of the school were decided by the Board of Trustees which at different times included Kalisfenia Platonovna Lapshina, Ekaterina Nikolayevna Vstavskaya, Elena Iosifovna Piton, Mikhail Pavlovich Vostokov, Alexei Grigorievich Besedin, Sergei Vladimirovich",1,1,0,2
72483897,Andrew Leake,"snuff, and in the explosion this powder served to put out most of the fire on ""Torbay"", and Leake extinguished the rest, for which action he was especially congratulated. ""Torbay"" beat off the attack of ""Espérance d'Angleterre"" but then had little fighting left to do, as the remaining warships scuttled themselves or surrendered as more of the Anglo-Dutch fleet made its way past the boom. ""Torbay"" was badly damaged in the fight, having 115 men killed or drowned, her sails and rigging mostly destroyed by fire, several gun ports blown off their hinges, and the entire larboard side of the ship heavily scorched. Leake and Hopsonn were both rewarded with knighthoods immediately after the fleet returned to Britain. In February 1703 Leake was translated into the 80-gun ship",0,0,0,0
74015313,Ranu Mukherjee (art patron),"Mukherjee inherited not just her mother's love for Tagore, but also her courage and strength of character. Priti became Rabindranath Tagore's last muse, and she ultimately came to be known by Ranu - a name given to her by the poet himself. 
Relationship with Tagore.
It was by the age of eleven that Ranu had finished reading Tagore's ""Collection of Short Stories"" (""Golpoguccha)"". She was then the student of the Theosophical School at Kashi. It was in 1918 that Tagore invited Ranu's father to come and work with Kshitimohan Sen at Shantiniketan's Vidya Bhavana. Her elder sister Asha Aryanayakam and her husband had been the inmates of the Shantiniketan Ashrama for a long time. Ranu, who had already read Tagore's ""Gora, Noukadubi, Chinnapatra, Dakghar"", etc., shifted here. She was",1,1,0,2
72871630,Victor Dubugras,"and in the contest for economical houses for the proletariat, in the class completely isolated buildings, organized by his friend Washington Luis, in 1916. That same year he was one of the founding members of the Engineering Institute of São Paulo.
He also participated in the following exhibitions:
1901 - General Exhibition of Fine Arts, Rio de Janeiro (silver medal).
1902 - Municipal Exhibition of São Paulo (silver medal).
1904 - St. Louis Exposition, United States (silver medal).
1916 - Centennial Exhibition of the National School of Fine Arts, Rio de Janeiro (small gold medal).
Final years and posthumous tributes.
From what is known about Victor Dubugras' death, he died in 1933, in the city of Teresópolis, Rio de Janeiro.
In 1997, the Third International Architecture Biennale took place at Ibirapuera Park in São Paulo. Among",1,1,0,2
73796568,Fashion brand,"micro-collections.
Fashion brand communication.
In the fashion industry, brand communication denotes the ways in which fashion brands engage and establish connections with their consumers and the larger society through diverse channels such as initiatives, platforms, spaces, and interfaces. Fashion is a dynamic and constantly evolving field. The communication strategies employed by brands exhibit unique characteristics that set them apart from those utilised in other industries and sectors.
The communication of fashion brands encompasses a range of activities, including ""visual brand communication, product design, advertising, public relations, brand experience, sponsorship and collaboration, digital brand communication, user-generated content, content marketing, and influencer marketing.""",0,0,0,0
74218891,Shed 11 the Temporary/Contemporary,"be more about the past than about the immediate present and predictions of what might happen.' Bieringa's commitment to the contemporary along with other disagreements over the form of what would become Te Papa Tongarewa resulted in his dismissal in 1989.
Shed 11 post Bieringa.
Managed as part of the restructured National Art Gallery, Shed 11 continued as a Museum of New Zealand exhibition space dedicated to contemporary art until 1992. Exhibitions during that period included: ""Nature Morte"" a collection of 105 works by the photographer Laurence Aberhart curated by Peter Ireland, ""Mexico:"" ""out of the Profane"" featuring six contemporary Mexican artists, the Crafts Council of New Zealand's exhibition ""Mau Mahara: Our Stories in Craft"" selected by Justine Olsen, John Parker and Cliff Whiting, ""Elements: Explorations: Oppositions"" - works from",1,1,0,2
72563378,Wharepapa / Arthur Range,"of the range and its surrounding area, such as the Tablelands, were formed by the eroded remnants of limestone deposits on a sea-level plain during the Eocene.
The mixed composition of the range has resulted in the formation of extensive cave systems, including the Nettlebed Cave and Ellis Basin cave system, which are the deepest known cave systems in New Zealand at explored depths of and respectively. The Pearse Resurgence, where the Pearse River emerges from caves underneath the Wharepapa / Arthur Range, is an exit point for many of these systems and has been the site of several cave dives one of which became the deepest cave dive ever completed in New Zealand in 2016, before being beaten by another dive in the Pearse Resurgence in 2020. Speleothems",0,0,0,0
72578093,List of former Aesculapian Club members,"The Aesculapian Club has had many notable former members. The following sections give a list of former members of the Club in chronological order of their year of election.
1770's.
There are two individuals called James Lind who were Fellows of the Royal College of Physicians of Edinburgh at this time. The older James Lind was born in 1716 and is most famous for conducting research into the cause and treatment of scurvy. His younger cousin James Lind was born in 1736 and was a physician with interests in natural sciences and botany. He was a similar age to the other founding members making it more likely that he was the Aesculapian. Aesculapian Lind resigned membership of the club after only 11 months in March 1774. In 1774, the younger",0,0,0,0
73940663,Lawyers for Climate Action NZ,"Lawyers for Climate Action NZ Inc (LCANZI, also known as LCANZ) is a climate advocacy group that has been active since 2019. A non-profit, it includes over 300 lawyers, solicitors, and academics. LCANZI was created to encourage New Zealand to take more ambitious actions to meet its Paris Agreement commitments.
LCANZI has advocated for New Zealand's law and actions to be consistent with its stated commitments under the Paris Agreement, Te Tiriti o Waitangi, and requirements under recent climate regulation such as the Climate Change Response (Zero Carbon) Amendment Act. Activities undertaken by the group have included climate change litigation, consultation, submissions, and pro-bono legal advice.
History.
LCANZI held its first AGM in June 2019 and elected Jenny Cooper as president. Membership has been open to all people who hold a",0,0,0,0
74607705,Gros-plant-du-pays-nantais,"folle-blanche, other grape varieties are grown in the Nantes vineyards within the Gros-plant geographical area, but are not entitled to the Gros-plant-du-pays-nantais appellation. These include Melon de Bourgogne, Cabernet Franc, Gamay, Cabernet Sauvignon, Chenin Blanc and Pinot Gris. However, they can also benefit from other appellations. Among the best known are Muscadet and Coteaux-d'Ancenis.
Grape varieties.
Gros-plant is made from the two main grape varieties, folle-blanche B and montils B, and an accessory variety, colombard B.
In the vineyard, only folle-blanche is actually grown. This grape variety, probably of Charentais origin, has long been cultivated in this region when, in the Middle Ages, the English, then the Dutch and Scandinavians, created a craze for planting folle-blanche between Bordeaux and La Rochelle. Small, acidic white wines known as ""Rochelle blanc"" were produced",0,0,0,0
74047699,Elvey MacDonald,"Elvey Jones MacDonald (June 17, 1941 – November 23, 2022) was a native of Y Wladfa that settled in Wales. He worked for the National Eisteddfod of Wales before becoming head of the Urdd National Eisteddfod for 23 years. He also suggested the creation of Radio Ceredigion, which started broadcasting in 1992.
Biography.
MacDonald was born in Trelew, Patagonia as the son of Hector MacDonald and his wife Sara. He was raised in Gaiman; his mother was very strongly in favour of the Welsh language and was against hearing any Spanish in the home, so MacDonald and his sister Edith were raised solely in Welsh. He visited Wales for the first time in 1965 - the centennial of the Welsh settlement of Patagonia - with the intention of staying for",1,1,0,2
72074088,List of asteroid close approaches to Earth in 2023," 
Below is the list of asteroids that have come close to Earth in 2023.
Timeline of known close approaches less than one lunar distance from Earth.
A list of known near-Earth asteroid close approaches less than 1 lunar distance () from Earth in 2023. As most asteroids passing within a lunar distance are less than 40 meters in diameter, they generally are not detected until they are within several million km of Earth. Objects coming from the direction of the Sun may not be publicly announced until a few days after closest approach. For example, was first imaged six hours after closest approach, then confirmed by other observations, but not officially announced until 3.5 days after closest approach. that approached from the direction of the Sun was not first",0,0,0,0
74553837,John Harrison Packard,at the trial of W. P. Auld for murder.,0,0,0,0
72076980,John Smaragd,"summer of 1291. He fought under the walls of Vienna, where he was injured. Upon his request, Andrew III confirmed the aforementioned privilege letter of Ladislaus IV in October 1291. It is possible that John married an unidentified noblewoman from the gens (clan) Báncsa, a notable kindred in the region Syrmia too. His relatives, Thomas Báncsa and his son Paul sold the estate of Zoch or Szat (near Manđelos in Valkó County) for 6 marks to John in 1297.
Similarly to the others lords in the region, John was forced to acknowledge the supremacy of the oligarch Ugrin Csák, who ruled ""de facto"" independently the region of Upper Syrmia – including Valkó and Bács counties – since the last decade of the 13th century. However, John swore loyalty to",1,1,0,2
73181775,Jamarius Burton,"departure of his coach, Chris Beard, Burton re-entered the transfer portal.
Burton landed at Pittsburgh where, in his first season with the Panthers in 2021–22, he suffered a knee injury causing him to miss the start of the season. He averaged 12.4 points, 3.5 rebounds and 2.4 assists per game. In his second season, Burton emerged as one of the top players in the conference. He averaged 15.2 points, 4.8 rebounds and 4.3 assists per game, earning First Team All-ACC honors.",0,0,0,0
73040638,12° of Freedom,"to recording the music, and the meaning of their imprimatur to an entirely different group of listeners, could rejuvenate jazz's constituency. Young people put their money where the excitement is; they don't care what it's called.""",0,0,0,0
72153008,RVS Takuare,"Australian government launched the Pacific Patrol Boat Program in 1983, in which they would build and gift 22 patrol boats to 12 Pacific Island nations over the next 14 years. The patrol boats were built with commercial off-the-shelf-components in order to ease maintenance costs for the island nations. Australia remained involved with maintaining the class for the next three decades, with a refit after 15 years of operation.
The was the second vessel of her class and the second Vanuatuan patrol boat. She was delivered to the Vanuatu Police Force in June 1987, and would serve for the next 34 years. She was severely damaged on 14 March 2015 when Cyclone Pam washed her ashore on Moso Island. She returned to service on 23 August 2016 after sixteen months",0,0,0,0
73325557,Benny Malakoane,"Benjamin ""Benny"" Malakoane is a South African politician and medical doctor who served in the Free State Executive Council from 2004 to 2005 and from 2013 to 2019. A member of the African National Congress (ANC), he dropped out of the Executive Council after failing to gain re-election to the Free State Provincial Legislature in the 2019 general election. 
Malakoane was best known for his tenure as Member of the Executive Council (MEC) for Health from 2013 to 2016, in which capacity he faced continuous opposition from the Treatment Action Campaign. Between 2013 and 2018, he also faced criminal charges in connection with alleged procurement corruption at Matjhabeng Local Municipality, where Malakoane served as municipal manager from 2007 to 2010 during a hiatus from legislative politics. 
Early life",0,0,0,0
73298023,Leptodeira rubricata,Leptodeira rubricata is a species of snake in the family Colubridae. The species is native to Costa Rica and Panama.,0,0,0,0
72375483,Stenotabanus taeniotes,"Stenotabanus taeniotes is a species of horse flies in the family Tabanidae.
Distribution.
Brazil.",0,0,0,0
73940663,Lawyers for Climate Action NZ,"recommendations for the government's amendment of New Zealand's nationally determined contribution for 2021 to 2030. LCANZI advocated for more transparent recommendations that clearly advocated for domestic emission reductions and contributed to New Zealand's global commitments towards a 1.5C pathway.
The case was unsuccessful with the High Court ruling that the Zero Carbon Act did not require meeting the 1.5C global pathway in order to contribute to global commitments towards this aim. Justice Jill Mallon stated that other factors — such as economic impacts — are also important to the Climate Change Commission's recommendations. The Climate Change Commission described defending itself as a non-beneficial use of time and resources for the New Zealand public, and, unsuccessfully, sought for LCANZI to pay for its costs.
Present.
As of 2023, LCANZI's current President is",0,0,1,1
73522227,Turin Massacre (1864),"presented to the House. On the evening of the 27th there was a demonstration, but not by students; there were clashes with the National Guard and 25 participants were arrested, listed as ""known to the police, subject to special surveillance, several having recently left prison."" Among those arrested was one student, who was released the next day.
Only one small demonstration occurred on the evening of the 28th, which was broken up by the National Guard without incident. These demonstrations, according to the mayor, were to be attributed ""to the lack of work that left a good number of unemployed workers on the pavement due to the cessation of that movement that had manifested itself in the City before the relocation of the Capital.""
On January 29, a court dance",1,1,0,2
72316963,List of LGBT rights organisations in Belize,"as TIA Belize, are a Belize-based non-governmental organisation that advocate for LGBT individuals, particularly transgender, transsexual, transvestite ones, in Belize.
History.
TIA Belize were established and registered as a non-governmental organisation in 2014 by Zahnia Canul and Mia Quetzal. They joined the regional Network of Trans People in Latin America and the Caribbean, also known as RED LACTRANS, in 2016, and helped to establish the Network's Centre for the Documentation of the Trans Situation in Latin America and the Caribbean, also known as CEDOSTALC.
Activities.
TIA Belize, described in 2019 as 'the first and only NGO by and for transgender persons living in Belize,' are constituted as a group of transgender persons in Belize who seek to 'promote respect for their human rights and dignity as transgender persons.' Towards this end, they",1,1,0,2
72691486,First photographs from the floor of the United States Senate in session,"was then serving as Majority Leader, to take the images. 
According to the publication, their photographs of the Senate were not the first captured, but ""previous photographs of the Senate at work have been sneak shots taken with smuggled cameras from the gallery"". In 1963, a second set of photos was permitted by ""National Geographic"" for use in a book on the United States Capitol. In the 1980s, rules were relaxed to permit limited motion filming of the Senate's proceedings, however, this video is produced by the Senate Recording Studio, a government office, and provided to news organizations and the public; private filming by the public or media remains prohibited, as does still photography.",0,0,0,0
73804792,St. Charles Borromeo (Visalia),"by additional fundraising, includes installing stained glass, shrines to Our Lady of Guadalupe and Our Lady of Fatima, and an outdoor garden with native plants. After its opening, services have been very well attended, with some travelling to the church from throughout California. At its completion, it surpassed the previous highest-capacity Catholic parish church in the United States, St Matthew in Charlotte, by almost 1000 seats.
Architecture.
The church can seat 3148. It is the largest Catholic parish church in North America. Its design evokes the architecture of the California missions in the Mission Revival style. Marc Russell of Radian Design Group was the church's architect. The interior decorations were designed by Rolf Rohn and painted by Mural Arts, who also painted the Caesars Palace casino. It has an open",1,1,0,2
72928706,Crash Detection,"riders. A reporter noted that although the iPhone makes a noise before calling authorities, that noise might not be audible through winter clothing or over the sound of a snowmobile engine.
Emergency dispatchers have received many false alarm calls from iPhone 14 and Apple Watch users who have been skiing safely. In Colorado, a wave of false 9-1-1 calls led Aspen Mountain to advise device owners to upgrade their operating systems or disable the feature. In Japan's Hida Mountains, emergency dispatchers reported 134 false emergency calls, more than 14% of the total emergency call volume, between December 16, 2022 and January 23, 2023, attributed to Crash Detection triggering while iPhone 14 owners were skiing.
In response to the false positives, Apple has made 4 optimizations to Crash Detection since its",1,1,0,2
74542982,North Korea at the World Artistic Gymnastics Championships,"In 1991 Kim Gwang-suk won the first medal, a gold on uneven bars, for North Korea at the World Championships. However, her win became controversial when it was discovered that North Korean officials had falsified her birth year as it was listed as 15 for three years in a row. Although the International Gymnastics Federation punished the North Korean gymnastics federation by barring their women's team from competing at the 1993 World Championships, they did allow Kim to keep her medal. North Korea faced further age-falsification controversy when it was discovered that 2007 World silver medalist Hong Su-jong had listed three different birth years (1989, 1985 and 1986) between 2003 and 2010.
Pae Gil-su became the first North Korean man to win a World Championships medal, winning gold on",0,0,0,0
71840808,Estonian Chamber of People with Disabilities,"Krais-Leosk is the executive director of the Estonian Chamber of Persons with Disabilities, and Meelis Joost the president of the board.
International cooperation.
The Estonian Chamber of Persons with Disabilities has been cooperating with the European Disability Forum (EDF) since 2000. In 2001, the Chamber was accepted as an observer member with the right to represent the interests of Estonian people with disabilities in the pan-European umbrella organization. The Chamber became a full member in 2004 after Estonia joined the European Union. The Estonian Chamber of Persons with Disabilities reached the international level largely under the leadership of Meelis Joost, a long-time chief foreign affairs specialist and current president of the board.
Since 2008, the Chamber of Persons with Disabilities of Estonia has been a member of the European Patient Forum",0,0,0,0
71924363,1958–1975 Wollo–Tigray famine,"40,000 and 80,000 people. In response, the government initiated the Relief and Rehabilitation Commission (RRC), a department that aimed to reduce the famine severity and coordinate international assistance.
The famine led to mobilisation of pastoralists and nomads in general, while allowing feudal landlords to force tenants to pay high rents while escorting their retinue of armed guards. 
The Wollo famine is regarded as the main cause of Haile Selassie's government collapse. It has been estimated that the death toll reached 250,000 people in 1975. This coupled the peasants revolution in Ethiopia, which continued through the successive Derg regime. Similarly was the rebellion of Dejazmach Berhane Meskel, who assaulted former landlords and government security forces, as well as attacking the Derg government for multiple years.
Event.
1958–1973 Wollo–Tigray famine.
The first wave of",0,0,0,0
72728151,2008–2009 Chile listeriosis outbreak,"a different strain than the one in the Chevrita cheeses, called ""clone 001"". Following an investigation of several companies, on April 13 the ISP identified ""Doñihue Limitada"", a company that supplied laminated jerky to Agrosuper, as the source of the new outbreak of listeriosis, due to contamination of the food conveyor bar. In mid-April, the ""Servicio Agrícola y Ganadero"" (SAG) detected the presence of ""Listeria"" in products from a dairy company in Frutillar, Los Lagos Region; however, no cases had been reported in that area until that date.
On April 23, the Ministry of Health issued a report on the status of the outbreak, identifying eighteen cases and three deaths, two in the Metropolitan Region, and one in Rancagua, O'Higgins Region, the first listeriosis fatality reported outside Santiago. Two",1,1,0,2
71620207,Cathedral of Brixen,"The Cathedral of Brixen (, ) is a cathedral in the city of Brixen, South Tyrol, Italy. It is dedicated to the Assumption of the Blessed Virgin Mary and to Cassian of Imola. Since the foundation it has been the episcopal see of the Diocese of Brixen. In 1964, the Roman Catholic Diocese of Bolzano-Brixen was created, and the see was moved to Bolzano. The cathedral currently has the status of minor basilica. 
The cathedral is known since the 980s. The original building was Ottonian. By 1174, it was rebuilt in the Romanesque style, as the three-nave basilica as well as the two towers were completed. In 1745-1754 it was further rebuilt in the Baroque style. The frescoes depicting the Adoration of the Lamb (1748-1750) are by Paul",0,0,0,0
72056090,Podolepis capillaris,"cross to other individuals. When its stigma becomes receptive it awaits outcross pollen from other individuals, however if it is not fertilized during this period it shifts to self pollination. This achieved by the fine hairs that hold the released pollen curling down towards that stamen at the closing stages of the plants cycle. This ensures that seed production is still achieved, these produced seeds are light and spread easily, by distances by the wind.",1,1,0,2
73678282,Pietermaritzburg Treason Trial,"– the ANC and its allies the South African Communist Party (SACP) and South African Congress of Trade Unions – for the purpose of inciting revolt to overthrow the government. The prosecutor said that the UDF was not on trial, but that the state would show that the group, through the UDF, had participated in a revolutionary conspiracy. 
However, for the defence, Mahomed argued that the state's evidence was vastly insufficient to prove that the defendants had participated in such a conspiracy. The prosecution's case relied on non-violent political acts by the defendants on disparate occasions in various venues between 1980 and 1985, including anti-apartheid statements in mass meetings, the distribution of political pamphlets, and the singing of freedom songs. The basis for Ramgobin and Sewpersahd's indictment, for",0,0,0,0
74380434,Manfred Cuntz,"lead author, predicted that Jupiter-type planets in extreme proximity to their host stars would be able to increase stellar activity. This phenomenon was later observed by E. Shkolnik (University of British Columbia, Canada) and co-authors as well as by other research groups. The said effect allows to detect and quantify magnetic fields in selected exoplanets.
In 2000, Cuntz went to the University of Texas at Arlington as a visiting professor. In 2006, he was appointed as Associate Professor (with tenure) and in 2012 as Professor. In 2020, Cuntz also earned the title of Distinguished Teaching Professor.
In the two decades after 2000, he increasingly focused on the study of extrasolar planets. He also dealt with questions about the probability and possible distribution of extraterrestrial life forms. This work also included",1,1,0,2
72834651,Democratic satire,"many are identifiable in particular Russian folk stories from the 16th to the 18th centuries:
Lasting Influence.
Democratic satire of the 17th century and the general style of folk satire formed the core of Russian literature's adoption of satirical practices in the 18th and 19th centuries. Writers like Denis Fonvizin, Nikolai Novikov, and Ivan Krylov are among the most well-known satirical writiers from the 18th century, while in the 19th century writers like Fyodor Dostoevsky and Leo Tolstoy would continue the trend. According to Nikolai Dobrolyubov, ""Our literature began with satire,"" referring to the fiction genre and its prolific use of satirical messaging and motifs. Democratic literature of the 18th century and partly of the 19th century is associated with the satire of the 17th century by its ideological orientation,",0,0,0,0
71630183,Ethiopia and the United Nations,"was one of few independent African countries when it was accepted into League of Nations on 28 September 1923, by unanimous vote at the League General Assembly. It was not colonized by European powers during the 19th century Scramble for Africa. Historians argued that Ethiopia's membership to the League was to prevent external attacks and invasions in line with covenant of the organization.
Membership to the League of Nations did not deter the Japanese invasion of Manchuria in 1931 and subsequent Italian invasion of the country, which ""collective security"" envisaged by the League did not meet requirement and ineffective for both protection and invasion. The failure of the League remained Ethiopia badly damaged and less reputable regarding the international organization. After liberation, in 1950s and 1960s, Ethiopia dispatched its",0,0,0,0
73504548,Sleep in the NBA,"rooms, James sets the temperature to between and , shuts off nearby electronics 30 to 45 minutes before settling into bed, and uses the meditation app Calm to play back a field recording of rain falling on leaves in order to soothe him to sleep. Meanwhile, Butler targets nine hours of sleep, beginning at 7 p.m., which he prepares for by drinking herbal tea three hours earlier, avoiding all screen use, and using a cold air diffuser.",0,0,0,0
72135859,The Webb Brothers (Australian band),"The Webb Brothers were an Australian family country music band originating out of Queensland.
The first song they wrote and recorded, ""Call of the Bellbird"", had sold 40,000 copies by the end of 1959.",1,1,0,2
72477997,Harry Amorim Costa,"Grande do Sul, which was followed by courses in pavement and soil mechanics at the Road Research Institute in Porto Alegre (1954) and the Institute for Technological Research in São Paulo (1956). As early as 1950 he was working as an engineer for the independent authority Departamento Nacional de Obras de Saneamento (DNOS). In 1974 he became Director General of DNOS, having previously held several successful managerial positions in the field of public works and sanitation.
Political career.
On March 28, 1978, the President of Brazil, Ernesto Geisel (1974–1979) appointed Harry Amorim Costa as the first governor of the newly created state of Mato Grosso do Sul. The nomination was approved by the federal Senate the following March 29. Appointed by a decree signed by President Geisel on March 31,",1,1,0,2
72260720,Joanna Stephens,"Joanna Stephens or Mrs. Stephens (? – 6 August 1774) was a British inventor of a medicine for bladder stones. After proving its efficacy she was paid £5,000 for revealing the recipe by the UK parliament. Her remedy was used and analysed in England and in France. Investigations inspired by her work may have been a basis for development of modern biochemistry.
Life.
Stephens (possibly born in 1710) was the granddaughter of a doctor who authored several publications on remedies and grew up in a wealthy family in Berkshire. In her youth, she took care of herself by concocting remedies that she distributed free of charge to people in straitened circumstances. After the painful death of a close friend from kidney stones, she particularly devoted herself to the remedies for",0,0,0,0
74091597,Stroke-based sorting,"characters are ordered by different features of strokes, including stroke counts, stroke forms, stroke orders, stroke combinations, stroke positions, etc.
Stroke-count sorting.
This method arranges characters according to their numbers of strokes ascendingly. A character with less strokes is put before those of more strokes. For example, the different characters in ""漢字筆劃, 汉字笔画 "" (Chinese character strokes) are sorted into ""汉(5)字(6)画(8)笔(10)[筆(12)畫(12)]漢(14)"", where stroke counts are put in brackets. (Please note that both 筆 and 畫 are of 12 strokes and their order is not determinable by stroke-count sorting.).
Stroke-count sorting was first used in Zihui to arrange the radicals and the characters under each radical when the dictionary was published in 1615 
It was also used in Kangxi Chinese Character Dictionary when the dictionary was first compiled in 1710s. 
Stroke-count-stroke-order sorting.
This",0,0,0,0
73463759,Usman Musa Shugaba,"Usman Musa Shugaba (born January 04, 1981) is a Nigerian Assistant Commissioner of Police Former aide de camp (ADC) to kogi state Governor, former aide de camp (ADC) to Nigerian First Lady Aisha Buhari, Current Chief Personal Security Officer (CPSO) To President Bola Ahmed Tinubu.
Background.
Usman Musa Shugaba was born on 4 January 1981 to Fulani parents Alhaji Musa Baffa and Hajiya Hadiza Musa Baffa. He hails from Unguwan mu'azu of Tudun Wada District in Kaduna south Local Government Area of Kaduna State. He attended Local Education Authority primary school, Baptist Faki Road, Tudun Wada. He proceeded to Army Secondary School Abacha Barracks, Abuja . His quest for education made him to attend the federal polytechnic Nasarawa where he obtained National Diploma in Crime Management. In 2017 he bagged",1,0,0,1
